com_nam,lin_ima,rep_typ,com_typ,com_des,fil_fre,add,cit,sta,zip,tre_nam,com_id,fec_ele_yea,ind_ite_con,ind_uni_con,ind_con,ind_ref,par_com_con,oth_com_con,oth_com_ref,can_con,tot_con,tot_con_ref,can_loa,can_loa_rep,oth_loa,oth_loa_rep,tot_loa,tot_loa_rep,tra_fro_oth_aut_com,tra_fro_non_fed_acc,tra_fro_non_fed_lev_acc,tot_non_fed_tra,oth_rec,tot_rec,tot_fed_rec,ope_exp,sha_fed_ope_exp,sha_non_fed_ope_exp,tot_ope_exp,off_to_ope_exp,fed_sha_of_joi_act,non_fed_sha_of_joi_act,non_all_fed_ele_act_par,tot_fed_ele_act,fed_can_com_con,fed_can_con_ref,ind_exp_mad,coo_exp_par,loa_mad,loa_rep_rec,tra_to_oth_aut_com,fun_dis,off_to_fun_exp_pre,exe_leg_acc_dis_pre,off_to_leg_acc_exp_pre,tot_off_to_ope_exp,oth_dis,tot_fed_dis,tot_dis,net_con,net_ope_exp,cas_on_han_beg_of_per,cas_on_han_clo_of_per,deb_owe_by_com,deb_owe_to_com,cov_sta_dat,cov_end_dat,pol_par_com_ref,can_id,cas_on_han_beg_of_yea,cas_on_han_clo_of_yea,exp_sub_to_lim_pri_yea_pre,exp_sub_lim,fed_fun,ite_con_exp_con_com,ite_oth_dis,ite_oth_inc,ite_oth_ref_or_reb,ite_ref_or_reb,oth_fed_ope_exp,sub_con_exp,sub_oth_ref_or_reb,sub_ref_or_reb,tot_com_cos,tot_exp_sub_to_lim_pre,uni_con_exp,uni_oth_dis,uni_oth_inc,uni_oth_ref_or_reb,uni_ref_or_reb
SENSENBRENNER COMMITTEE,http://images.nictusa.com/cgi-bin/fecimg/?C00083428,Q1,H,P,Q,PO BOX 575,BROOKFIELD,WI,53008,"SAVAGE, JOHN P.",C00083428,2016,"$4,250.00","$7,014.00","$11,264.00",,,"$6,000.00",,,"$17,264.00",,,,,,,,,,,,$66.99,"$17,330.99",,"$28,637.64",,,,,,,,,,,,,,,,,,,,,,,"$28,637.64","$17,264.00","$28,637.64","$393,925.71","$382,619.06",,,2015-01-01,2015-03-31,,H8WI09050,,,,,,,,,,,,,,,,,,,,,
SENSENBRENNER COMMITTEE,http://images.nictusa.com/cgi-bin/fecimg/?C00083428,Q2,H,P,Q,PO BOX 575,BROOKFIELD,WI,53008,"SAVAGE, JOHN P.",C00083428,2016,"$22,650.00","$1,553.00","$24,203.00",,,"$35,750.00",,,"$59,953.00",,,,,,,,,,,,$56.14,"$60,009.14",,"$23,848.95",,,,,,,,,,,,,,,,,,,,,,,"$23,848.95","$59,953.00","$23,848.95","$382,619.06","$418,779.25",,,2015-04-01,2015-06-30,,H8WI09050,,,,,,,,,,,,,,,,,,,,,
SERRANO FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00240986,Q1,H,P,Q,P.O. BOX 70980,WASHINGTON,DC,20024,"LANTIGUA, RAFAEL A. DR.",C00240986,2016,"$1,550.00",,"$1,550.00",,,"$18,250.00",,,"$19,800.00",,,,,,,,,,,,,"$19,800.00",,"$5,397.61",,,,,,,,,,,,,,,,,,,,,"$5,582.17",,"$10,979.78","$19,800.00","$5,397.61","$43,001.87","$51,822.09",,,2015-01-01,2015-03-31,,H0NY18065,,,,,,,,,,,,,,,,,,,,,
SERRANO FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00240986,Q2,H,P,Q,P.O. BOX 70980,WASHINGTON,DC,20024,"LANTIGUA, RAFAEL A. DR.",C00240986,2016,$750.51,,$750.51,,,"$11,500.00",,,"$12,250.51",,,,,,,,,,,,,"$12,250.51",,"$9,735.56",,,,,,,,,,,,,,,,,,,,,"$2,167.00",,"$11,902.56","$12,250.51","$9,735.56","$51,822.09","$52,170.04",,,2015-04-01,2015-06-30,,H0NY18065,,,,,,,,,,,,,,,,,,,,,
SETTI WARREN FOR SENATE,http://images.nictusa.com/cgi-bin/fecimg/?C00496810,Q1,S,P,Q,PO BOX 600095,NEWTONVILLE,MA,2460,ANDREW STERN,C00496810,2016,,,,,,,,,,,,,,,,,,,,,,,,"$1,305.00",,,,,,,,,,,,,,,,,,,,,,,"$1,305.00",,"$1,305.00","$2,527.00","$1,222.00","$15,000.00",,2015-01-01,2015-03-31,,S2MA00139,,,,,,,,,,,,,,,,,,,,,
SETTI WARREN FOR SENATE,http://images.nictusa.com/cgi-bin/fecimg/?C00496810,Q2,S,P,Q,PO BOX 600095,NEWTONVILLE,MA,2460,ANDREW STERN,C00496810,2016,,,,,,,,,,,,,,,,,,,,,,,,$710.00,,,,,,,,,,,,,,,,,,,,,,,$710.00,,$710.00,"$1,222.00",$512.00,"$11,793.00",,2015-04-01,2015-06-30,,S2MA00139,,,,,,,,,,,,,,,,,,,,,
SHABAN FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00550087,Q1,H,P,Q,PO BOX 654,FAIRFIELD,CT,68240654,"PERILLO, JASON",C00550087,2016,,,,,,,,,,,,,,,,,,,,,$.40,$.40,,$257.48,,,,,,,,,,,,,,,,,,,,,,,$257.48,,$257.48,"$8,053.18","$7,796.10",,,2015-01-01,2015-03-31,,H4CT04114,,,,,,,,,,,,,,,,,,,,,
SHABAN FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00550087,Q2,H,P,Q,PO BOX 654,FAIRFIELD,CT,68240654,"PERILLO, JASON",C00550087,2016,,,,,,,,,,,,,,,,,,,,,$.48,$.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,796.10","$7,796.58",,,2015-04-01,2015-06-30,,H4CT04114,,,,,,,,,,,,,,,,,,,,,
SHAHEEN FOR SENATE,http://images.nictusa.com/cgi-bin/fecimg/?C00457325,Q1,S,P,Q,105 N STATE STREET,CONCORD,NH,3301,MICHELLE CHICOINE,C00457325,2016,"$6,572.00","$18,653.00","$25,226.00",$160.00,,"$8,250.00",,,"$33,476.00",$160.00,,,,,,,,,,,$.22,"$48,751.00",,"$78,569.00",,,,"$15,275.00",,,,,,,,,,,,,,,,,"$15,000.00",,"$93,729.00","$33,316.00","$63,294.00","$88,652.00","$43,674.00","$55,555.00",,2015-01-01,2015-03-31,,S0NH00219,,,,,,,,,,,,,,,,,,,,,
SHAHEEN FOR SENATE,http://images.nictusa.com/cgi-bin/fecimg/?C00457325,Q2,S,P,Q,105 N STATE STREET,CONCORD,NH,3301,MICHELLE CHICOINE,C00457325,2016,"$10,231.00","$15,006.00","$25,237.00",$800.00,,"$23,500.00",,,"$48,737.00",$800.00,,,,,,,,,,,"$2,901.00","$51,639.00",,"$43,943.00",,,,,,,,,,,,,,,,,,,,,"$10,500.00",,"$55,243.00","$47,937.00","$43,943.00","$43,674.00","$40,070.00","$56,097.00",,2015-04-01,2015-06-30,,S0NH00219,,,,,,,,,,,,,,,,,,,,,
SHANE GOETTLE FOR U.S. CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00508234,Q1,H,P,Q,PO BOX 572,MANDAN,ND,58554,BRUCE FURNESS,C00508234,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$400.00,,$400.00,,,"$4,355.40","$3,955.40",,,2015-01-01,2015-03-31,,H2ND00123,,,,,,,,,,,,,,,,,,,,,
SHANE GOETTLE FOR U.S. CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00508234,Q2,H,P,Q,PO BOX 572,MANDAN,ND,58554,BRUCE FURNESS,C00508234,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,955.40","$3,955.40",,,2015-04-01,2015-06-30,,H2ND00123,,,,,,,,,,,,,,,,,,,,,
SHANNON FOR SENATE,http://images.nictusa.com/cgi-bin/fecimg/?C00557835,Q1,S,P,Q,PO BOX 18182,OKLAHOMA CITY,OK,73154,SUSAN BALKENBUSH,C00557835,2016,,,,,,,,,,,,,,,,,,,,,,,,"$1,534.00",,,,,,,,,,,,,,,,,,,,,,,"$1,534.00",,"$1,534.00","$2,390.00",$855.00,"$117,994.00",,2015-01-01,2015-03-31,,S4OK00257,,,,,,,,,,,,,,,,,,,,,
SHANNON FOR SENATE,http://images.nictusa.com/cgi-bin/fecimg/?C00557835,Q2,S,P,Q,PO BOX 18182,OKLAHOMA CITY,OK,73154,SUSAN BALKENBUSH,C00557835,2016,,,,,,,,,,,,,,,,,,,,,,,,$534.00,,,,,,,,,,,,,,,,,,,,,,,$534.00,,$534.00,$855.00,$321.00,"$117,994.00",,2015-04-01,2015-06-30,,S4OK00257,,,,,,,,,,,,,,,,,,,,,
SHANNON ROBERTS FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00468488,Q1,H,P,Q,P.O. BOX 155,CAPE CANAVERAL,FL,32920,"ROBERTS, SHANNON",C00468488,2016,,,,,,,,,,,,,,,,,,,,,,,,$75.00,,,,,,,,,,,,,,,,,,,,,,,$75.00,,$75.00,"$1,759.87","$1,684.87","$1,891.53",,2015-01-01,2015-03-31,,H0FL15054,,,,,,,,,,,,,,,,,,,,,
SHANNON ROBERTS FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00468488,Q2,H,P,Q,P.O. BOX 155,CAPE CANAVERAL,FL,32920,"ROBERTS, SHANNON",C00468488,2016,,,,,,,,,,,,,,,,,,,,,,,,$75.00,,,,,,,,,,,,,,,,,,,,,,,$75.00,,$75.00,"$1,684.87","$1,609.87","$1,891.53",,2015-04-01,2015-06-30,,H0FL15054,,,,,,,,,,,,,,,,,,,,,
SHARNA4US INC,http://images.nictusa.com/cgi-bin/fecimg/?C00562207,Q1,H,P,Q,1715 7TH ST W PO BOX 16507,SAINT PAUL,MN,55116,TRAVIS KABRICK,C00562207,2016,,,,,,,,,,,,,,,,,,,,,,$750.00,,"$1,628.40",,,,$750.00,,,,,,,,,,,,,,,,,,,"$1,628.40",,$878.40,"$1,444.85",$566.45,"$63,002.32",,2015-01-01,2015-03-31,,H4MN04116,,,,,,,,,,,,,,,,,,,,,
SHARNA4US INC,http://images.nictusa.com/cgi-bin/fecimg/?C00562207,Q2,H,P,Q,1715 7TH ST W PO BOX 16507,SAINT PAUL,MN,55116,TRAVIS KABRICK,C00562207,2016,,,,,,,,,,,,,,,,,,,,,,,,$36.50,,,,,,,,,,,,,,,,,,,,,,,$36.50,,$36.50,$566.45,$529.95,"$63,002.32",,2015-04-01,2015-06-30,,H4MN04116,,,,,,,,,,,,,,,,,,,,,
SHAWN FOR NEW HAMPSHIRE,http://images.nictusa.com/cgi-bin/fecimg/?C00572339,Q1,H,P,Q,PO BOX 149,MANCHESTER,NH,3105,"EXNER, JANE",C00572339,2016,"$80,649.00","$7,996.00","$88,645.00",,,"$3,000.00",,,"$91,645.00",,"$500,000.00",,,,"$500,000.00",,,,,,,"$591,645.00",,"$15,111.08",,,,,,,,,,,,,,,,,,,,,"$1,500.00",,"$16,611.08","$91,645.00","$15,111.08",,"$575,033.92","$555,697.79",,2015-01-01,2015-03-31,,H6NH01271,,,,,,,,,,,,,,,,,,,,,
SHAWN FOR NEW HAMPSHIRE,http://images.nictusa.com/cgi-bin/fecimg/?C00572339,Q2,H,P,Q,PO BOX 149,MANCHESTER,NH,3105,"EXNER, JANE",C00572339,2016,"$36,358.39","$11,156.03","$47,514.42",,,,,,"$47,514.42",,"$500,000.00",,,,"$500,000.00",,,,,,,"$547,514.42",,"$164,350.55",,,,,,,,,,,,,,,,,,,,,"$6,613.45",,"$170,964.00","$47,514.42","$164,350.55","$575,033.92","$951,584.34","$1,080,245.11",,2015-04-01,2015-06-30,,H6NH01271,,,,,,,,,,,,,,,,,,,,,
SHELBY FOR U S SENATE,http://images.nictusa.com/cgi-bin/fecimg/?C00193623,Q1,S,P,Q,PO BOX 1091,TUSCALOOSA,AL,354031091,PAMELA B BLACKWELL,C00193623,2016,"$157,550.00",,"$157,550.00",,,"$162,500.00",,,"$320,050.00",,,,,,,,,,,,"$19,687.00","$339,737.00",,"$58,349.00",,,,,,,,,,,,,,,,,,,,,"$5,000.00",,"$63,349.00","$320,050.00","$58,349.00","$18,055,430.00","$18,331,819.00",,,2015-01-01,2015-03-31,,S6AL00013,,,,,,,,,,,,,,,,,,,,,
SHELBY FOR U S SENATE,http://images.nictusa.com/cgi-bin/fecimg/?C00193623,Q2,S,P,Q,PO BOX 1091,TUSCALOOSA,AL,354031091,PAMELA B BLACKWELL,C00193623,2016,"$124,350.00",$915.00,"$125,265.00",,,"$353,500.00",,,"$478,765.00",,,,,,,,,,,,"$28,823.00","$507,588.00",,"$70,010.00",,,,,,,,,,,,,,,,,,,,,,,"$70,010.00","$478,765.00","$70,010.00","$18,331,819.00","$18,769,396.00",,,2015-04-01,2015-06-30,,S6AL00013,,,,,,,,,,,,,,,,,,,,,
SHELDON FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00509588,Q1,H,P,A,1677 STATE ROAD,PLYMOUTH,MA,23605134,PATRICIA TOYE,C00509588,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$18.70,$18.70,"$26,088.29",,2015-01-01,2015-03-31,,H2MA09189,,,,,,,,,,,,,,,,,,,,,
SHELLEY ADLER FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00512475,Q1,H,P,Q,196 WEST STATE STREET,TRENTON,NJ,8608,PETER D NICHOLS,C00512475,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,056.18","$8,056.18",,,2015-01-01,2015-03-31,,H2NJ03183,,,,,,,,,,,,,,,,,,,,,
SHELLEY ADLER FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00512475,Q2,H,P,Q,196 WEST STATE STREET,TRENTON,NJ,8608,PETER D NICHOLS,C00512475,2016,,,,,,,,,,,,,,,,,,,,,,,,"$1,000.00",,,,,,,,,,,,,,,,,,,,,,,"$1,000.00",,"$1,000.00","$8,056.18","$7,056.18",,,2015-04-01,2015-06-30,,H2NJ03183,,,,,,,,,,,,,,,,,,,,,
SHELLEY KAIS FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00551267,TER,H,P,T,2592 E ALEXIS COURT,GREEN VALLEY,AZ,85614,"TOMLINSON, KERRY KATHLEEN",C00551267,2016,,$37.53,$37.53,,,,,,$37.53,,,,,,,,,,,,,$37.53,,$75.70,,,,,,,,,,,,,,,,,,,,,,,$75.70,$37.53,$75.70,$38.17,,,,2015-01-01,2015-04-14,,H4AZ02135,,,,,,,,,,,,,,,,,,,,,
SHERMAN FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00308742,Q1,H,P,Q,"777 S. FIGUEROA ST., STE. 4050",LOS ANGELES,CA,90017,"KAUFMAN, STEPHEN J.",C00308742,2016,"$25,869.00",$250.00,"$26,119.00",-$151.00,,"$55,000.00",,,"$81,119.00",-$151.00,,,,,,,,,,,$628.48,"$81,747.48",,"$45,587.82",,,,,,,,,,,,,,,,,,,,,"$1,700.00",,"$47,136.82","$81,270.00","$45,587.82","$237,122.36","$271,733.02","$106,868.38",,2015-01-01,2015-03-31,,H6CA24113,,,,,,,,,,,,,,,,,,,,,
SHERMAN FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00308742,Q2,H,P,Q,"777 S. FIGUEROA ST., STE. 4050",LOS ANGELES,CA,90017,"KAUFMAN, STEPHEN J.",C00308742,2016,"$60,200.00","$1,552.23","$61,752.23",,,"$85,150.00",,,"$146,902.23",,,"$50,000.00",,,,"$50,000.00",,,,,,"$146,902.23",,"$43,414.47",,,,,,,,,,,,,,,,,,,,,$730.96,,"$94,145.43","$146,902.23","$43,414.47","$271,733.02","$324,489.82","$51,528.73",,2015-04-01,2015-06-30,,H6CA24113,,,,,,,,,,,,,,,,,,,,,
SHUTTLEWORTH FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00514083,Q1,H,P,Q,3601 N. ALBERMALE ST.,ARLINGTON,VA,22207,"SHUTTLEWORTH, BRUCE BOWEN MR.",C00514083,2016,,,,,,,,,,,,,,,,,,,,,,,,$93.46,,,,,,,,,,,,,,,,,,,,,,,$93.46,,$93.46,"$213,593.06","$213,499.60","$330,000.00",,2015-01-01,2015-03-31,,H2VA08103,,,,,,,,,,,,,,,,,,,,,
SHUTTLEWORTH FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00514083,Q2,H,P,Q,3601 N. ALBERMALE ST.,ARLINGTON,VA,22207,"SHUTTLEWORTH, BRUCE BOWEN MR.",C00514083,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$213,499.60","$213,499.60","$330,000.00",,2015-04-01,2015-06-30,,H2VA08103,,,,,,,,,,,,,,,,,,,,,
SIMPSON FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00331397,Q1,H,P,Q,1487 PARKWAY DRIVE,BLACKFOOT,ID,83221,T. LAYNE VAN ORDEN,C00331397,2016,"$10,450.00",$455.00,"$10,905.00",,,"$52,900.00","$1,000.00",,"$63,805.00","$1,000.00",,,,,,,,,,,,"$63,805.00",,"$54,092.87",,,,,,,,,,,,,,,,,,,,,,,"$55,092.87","$62,805.00","$54,092.87","$70,310.12","$79,022.25",,,2015-01-01,2015-03-31,,H8ID02064,,,,,,,,,,,,,,,,,,,,,
SIMPSON FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00331397,Q2,H,P,Q,1487 PARKWAY DRIVE,BLACKFOOT,ID,83221,T. LAYNE VAN ORDEN,C00331397,2016,"$18,775.00","$7,444.99","$26,219.99",,,"$98,450.00",,,"$124,669.99",,,,,,,,,,,,,"$124,669.99",,"$62,498.19",,,,,,,,,,,,,,,,,,,,,,,"$62,498.19","$124,669.99","$62,498.19","$79,022.25","$141,194.05",,,2015-04-01,2015-06-30,,H8ID02064,,,,,,,,,,,,,,,,,,,,,
SINNER FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00560441,Q1,H,P,Q,PO BOX 9614,FARGO,ND,58106,"EWEN, JON MR.",C00560441,2016,,,,,,,,,,,,,,,,,,,,,,"$1,500.16",,"$14,891.94",,,,"$1,500.16",,,,,,,,,,,,,,,,,,,"$14,891.94",,"$13,391.78","$15,238.05","$1,846.27",,,2015-01-01,2015-03-31,,H4ND00046,,,,,,,,,,,,,,,,,,,,,
SINNER FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00560441,Q2,H,P,Q,PO BOX 9614,FARGO,ND,58106,"EWEN, JON MR.",C00560441,2016,,,,,,,,,,,,,,,,,,,,,,$918.26,,$815.61,,,,$918.26,,,,,,,,,,,,,,,,,,,$815.61,,-$102.65,"$1,846.27","$1,948.92",,,2015-04-01,2015-06-30,,H4ND00046,,,,,,,,,,,,,,,,,,,,,
SINNER FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00560441,TER,H,P,Q,PO BOX 9614,FARGO,ND,58106,"EWEN, JON MR.",C00560441,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,948.92",,"$1,948.92",,,"$1,948.92",,,,2015-07-01,2015-07-09,,H4ND00046,,,,,,,,,,,,,,,,,,,,,
SIRES FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00410753,Q1,H,P,Q,6050 BLVD. EAST APT. 6B,WEST NEW YORK,NJ,7093,"MORELL, ADA",C00410753,2016,,,,,,"$10,250.00",,,"$10,250.00",,,,,,,,,,,,$37.83,"$10,287.83",,"$26,572.60",,,,,,,,,,,,,,,,,,,,,,,"$26,572.60","$10,250.00","$26,572.60","$237,536.69","$221,251.92",,,2015-01-01,2015-03-31,,H6NJ13191,,,,,,,,,,,,,,,,,,,,,
SIRES FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00410753,Q2,H,P,Q,6050 BLVD. EAST APT. 6B,WEST NEW YORK,NJ,7093,"MORELL, ADA",C00410753,2016,"$4,750.00",,"$4,750.00",,,"$28,975.00",,,"$33,725.00",,,,,,,,,,,,$10.62,"$33,735.62",,"$48,359.81",,,,,,,,,,,,,,,,,,,,,"$1,000.00",,"$49,359.81","$33,725.00","$48,359.81","$221,251.92","$205,627.73",,,2015-04-01,2015-06-30,,H6NJ13191,,,,,,,,,,,,,,,,,,,,,
SITTENFELD FOR SENATE,http://images.nictusa.com/cgi-bin/fecimg/?C00571737,Q1,S,P,Q,1623 DALTON AVE UNIT 141246,CINCINNATI,OH,45250,KITTY STRAUSS,C00571737,2016,"$714,480.00","$32,430.00","$746,910.00","$4,400.00",,"$3,550.00","$1,500.00","$6,583.00","$757,043.00","$5,900.00",,,,,,,,,,,,"$757,044.00",,"$126,519.00",,,,$.34,,,,,,,,,,,,,,,,,,,"$132,419.00","$751,143.00","$126,519.00",,"$624,624.00",,,2015-01-01,2015-03-31,,S6OH00247,,,,,,,,,,,,,,,,,,,,,
SITTENFELD FOR SENATE,http://images.nictusa.com/cgi-bin/fecimg/?C00571737,Q2,S,P,Q,1623 DALTON AVE UNIT 141246,CINCINNATI,OH,45250,KITTY STRAUSS,C00571737,2016,"$234,300.00","$36,181.00","$270,481.00",,,$350.00,,"$1,280.00","$272,111.00",,,,,,,,,,,,,"$272,136.00",,"$171,996.00",,,,$25.00,,,,,,,,,,,,,,,,,,,"$171,996.00","$272,111.00","$171,971.00","$624,624.00","$724,764.00",,,2015-04-01,2015-06-30,,S6OH00247,,,,,,,,,,,,,,,,,,,,,
SMART FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00462234,Q1,H,P,Q,1001 POINSETT HWY,GREENVILLE,SC,29609,DAVID R MURRAY SR,C00462234,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,556.00","$2,556.00",,,2015-01-01,2015-03-31,,H0SC04240,,,,,,,,,,,,,,,,,,,,,
SMART FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00462234,Q2,H,P,Q,1001 POINSETT HWY,GREENVILLE,SC,29609,DAVID R MURRAY SR,C00462234,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,556.00","$2,556.00",,,2015-04-01,2015-06-30,,H0SC04240,,,,,,,,,,,,,,,,,,,,,
SOLIS FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00346296,Q1,H,P,Q,"6380 WILSHIRE BLVD., #1612",LOS ANGELES,CA,90048,LETICIA SOLIS,C00346296,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000.00",,"$1,000.00",,,"$185,221.30","$184,221.30",,,2015-01-01,2015-03-31,,H0CA31087,,,,,,,,,,,,,,,,,,,,,
SOLIS FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00346296,Q2,H,P,Q,"6380 WILSHIRE BLVD., #1612",LOS ANGELES,CA,90048,LETICIA SOLIS,C00346296,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000.00",,"$1,000.00",,,"$184,221.30","$183,221.30",,,2015-04-01,2015-06-30,,H0CA31087,,,,,,,,,,,,,,,,,,,,,
SORENSEN FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00410886,Q1,H,P,A,1229 E BRIGHTWATER LANE,BOISE,ID,83706,"JONES, DONNA",C00410886,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$87.49,$87.49,"$238,425.93",,2015-01-01,2015-03-31,,H6ID01144,,,,,,,,,,,,,,,,,,,,,
SOUTHERLAND FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00468959,Q1,H,P,Q,PO BOX 1692,LYNN HAVEN,FL,324446492,"SCOTT, J. CAREY",C00468959,2016,,,,,,,,,,,,,,,,,,,,,,,,"$9,728.28",,,,,,,,,,,,,,,,,,,,,,,"$9,728.28",,"$9,728.28","$71,739.05","$62,010.77",,,2015-01-01,2015-03-31,,H0FL02110,,,,,,,,,,,,,,,,,,,,,
SOUTHERLAND FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00468959,Q2,H,P,Q,PO BOX 1692,LYNN HAVEN,FL,324446492,"SCOTT, J. CAREY",C00468959,2016,,,,,,,,,,,,,,,,,,,,,,"$5,157.65",,"$7,508.84",,,,"$5,157.65",,,,,,,,,,,,,,,,,"$10,700.00",,"$18,208.84",,"$2,351.19","$62,010.77","$48,959.58",,,2015-04-01,2015-06-30,,H0FL02110,,,,,,,,,,,,,,,,,,,,,
SPANGLER FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00556910,Q1,H,P,Q,801 S CRESTWOOD DR,JASPER,IN,475468867,PENNY S SPANGLER,C00556910,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$503.29,$503.29,,,2015-01-01,2015-03-31,,H4IN08207,,,,,,,,,,,,,,,,,,,,,
SPANGLER FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00556910,Q2,H,P,Q,801 S CRESTWOOD DR,JASPER,IN,475468867,PENNY S SPANGLER,C00556910,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$503.29,$503.29,,,2015-04-01,2015-06-30,,H4IN08207,,,,,,,,,,,,,,,,,,,,,
SPENCER FOR SENATE COMMITTEE,http://images.nictusa.com/cgi-bin/fecimg/?C00412817,Q1,S,P,Q,515 PALISADE AVENUE,YONKERS,NY,10703,JOHN SPRING,C00412817,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$679.00,$679.00,"$239,112.00",,2015-01-01,2015-03-31,,S6NY00243,,,,,,,,,,,,,,,,,,,,,
SPENCER FOR SENATE COMMITTEE,http://images.nictusa.com/cgi-bin/fecimg/?C00412817,Q2,S,P,Q,515 PALISADE AVENUE,YONKERS,NY,10703,JOHN SPRING,C00412817,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$679.00,$679.00,"$239,112.00",,2015-04-01,2015-06-30,,S6NY00243,,,,,,,,,,,,,,,,,,,,,
SPRATT FOR CONGRESS COMMITTEE,http://images.nictusa.com/cgi-bin/fecimg/?C00155796,Q1,H,P,Q,PO BOX 830,YORK,SC,29745,"ACKERMAN, BERNARD NEAL MR.",C00155796,2016,,,,,,,,,,,,,,,,,,,,,$7.97,$7.97,,$114.90,,,,,,,,,,,,,,,,,,,,,,,$114.90,,$114.90,"$58,222.82","$58,115.89","$44,000.00",,2015-01-01,2015-03-31,,H2SC05052,,,,,,,,,,,,,,,,,,,,,
SPRATT FOR CONGRESS COMMITTEE,http://images.nictusa.com/cgi-bin/fecimg/?C00155796,Q2,H,P,Q,PO BOX 830,YORK,SC,29745,"ACKERMAN, BERNARD NEAL MR.",C00155796,2016,,,,,,,,,,,,"$40,000.00",,,,"$40,000.00",,,,,,,,"$1,125.92",,,,,,,,,,,,,,,,,,,,,,,"$41,125.92",,"$1,125.92","$58,115.89","$16,989.97","$4,000.00",,2015-04-01,2015-06-30,,H2SC05052,,,,,,,,,,,,,,,,,,,,,
